Muestra	Contig	Start	End	Feature	Conteo	Numero_bases_cubiertas	Longitud_del_gen	Fraccion_cubierta
barcode05_DS_3.8GB	contig_18944	5019	6066	tet(S)_tetracycline_antibiotic	5	1047	1047	1.0000000
barcode05_DS_3.8GB	contig_19020	2572	3343	ANT(4')-Ia_aminoglycoside_antibiotic	28	771	771	1.0000000
barcode05_DS_3.8GB	contig_19020	3527	4448	APH(2'')-IIIa_aminoglycoside_antibiotic	15	921	921	1.0000000
barcode05_DS_3.8GB	contig_19046	4161	4905	ANT(4')-Ia_aminoglycoside_antibiotic	30	744	744	1.0000000
barcode05_DS_3.8GB	contig_2016	72168	72963	APH(3')-IIIa_aminoglycoside_antibiotic	100	795	795	1.0000000
barcode05_DS_3.8GB	contig_2079	15717	16569	vanW gene in vanI cluster_glycopeptide_antibiotic	7	852	852	1.0000000
barcode05_DS_3.8GB	contig_2198	14587	14923	qacG_disinfecting_agents_and_antiseptics	10	336	336	1.0000000
barcode05_DS_3.8GB	contig_2270	6	870	aadS_aminoglycoside_antibiotic	10	864	864	1.0000000
barcode05_DS_3.8GB	contig_2277	14	1175	tet(X)_glycylcycline;_tetracycline_antibiotic	32	1161	1161	1.0000000
barcode05_DS_3.8GB	contig_2277	1384	2185	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	53	801	801	1.0000000
barcode05_DS_3.8GB	contig_2277	2477	3341	aadS_aminoglycoside_antibiotic	45	864	864	1.0000000
barcode05_DS_3.8GB	contig_2279	210805	211615	LnuH_lincosamide_antibiotic	15	810	810	1.0000000
barcode05_DS_3.8GB	contig_2306	17713	18637	vanY gene in vanB cluster_glycopeptide_antibiotic	11	924	924	1.0000000
barcode05_DS_3.8GB	contig_2310	19124	19748	ErmG_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	5	624	624	1.0000000
barcode05_DS_3.8GB	contig_2323	111256	111865	vanY gene in vanB cluster_glycopeptide_antibiotic	5	609	609	1.0000000
barcode05_DS_3.8GB	contig_2347	13569	13758	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	11	189	189	1.0000000
barcode05_DS_3.8GB	contig_2384	37943	39170	EreD_macrolide_antibiotic	12	1227	1227	1.0000000
barcode05_DS_3.8GB	contig_2520	1151720	1154849	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	31	3129	3129	1.0000000
barcode05_DS_3.8GB	contig_2540	16446	17193	vanY gene in vanB cluster_glycopeptide_antibiotic	50	747	747	1.0000000
barcode05_DS_3.8GB	contig_2561	1514	2318	lnuB_lincosamide_antibiotic	50	804	804	1.0000000
barcode05_DS_3.8GB	contig_2561	2371	3856	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	54	1485	1485	1.0000000
barcode05_DS_3.8GB	contig_2602	173808	174645	vanW gene in vanG cluster_glycopeptide_antibiotic	24	837	837	1.0000000
barcode05_DS_3.8GB	contig_2611	75906	76233	qacG_disinfecting_agents_and_antiseptics	55	327	327	1.0000000
barcode05_DS_3.8GB	contig_2679	18816	19611	APH(3')-IIIa_aminoglycoside_antibiotic	143	795	795	1.0000000
barcode05_DS_3.8GB	contig_2679	19703	20246	SAT-4_nucleoside_antibiotic	60	543	543	1.0000000
barcode05_DS_3.8GB	contig_2679	20242	21151	aad(6)_aminoglycoside_antibiotic	54	909	909	1.0000000
barcode05_DS_3.8GB	contig_2692	36128	36965	vanW gene in vanG cluster_glycopeptide_antibiotic	51	837	837	1.0000000
barcode05_DS_3.8GB	contig_2703	8399	8936	AAC(6')-Im_aminoglycoside_antibiotic	37	537	537	1.0000000
barcode05_DS_3.8GB	contig_2703	8979	9879	APH(2'')-IIa_aminoglycoside_antibiotic	34	900	900	1.0000000
barcode05_DS_3.8GB	contig_2726	19867	20731	ANT(6)-Ia_aminoglycoside_antibiotic	67	864	864	1.0000000
barcode05_DS_3.8GB	contig_2726	24288	25092	lnuB_lincosamide_antibiotic	78	804	804	1.0000000
barcode05_DS_3.8GB	contig_2726	25145	26630	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	72	1485	1485	1.0000000
barcode05_DS_3.8GB	contig_2726	29244	29904	catQ_phenicol_antibiotic	9	660	660	1.0000000
barcode05_DS_3.8GB	contig_2752	15652	16105	tet(M)_tetracycline_antibiotic	10	453	453	1.0000000
barcode05_DS_3.8GB	contig_2752	16300	16921	tet(M)_tetracycline_antibiotic	10	621	621	1.0000000
barcode05_DS_3.8GB	contig_2754	82	1522	AAC(6')-Ie-APH(2'')-Ia bifunctional protein_aminoglycoside_antibiotic	14	1440	1440	1.0000000
barcode05_DS_3.8GB	contig_2796	147440	148202	vanY gene in vanM cluster_glycopeptide_antibiotic	9	762	762	1.0000000
barcode05_DS_3.8GB	contig_2874	2727	3954	EreD_macrolide_antibiotic	9	1227	1227	1.0000000
barcode05_DS_3.8GB	contig_2961	72724	75877	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	18	3153	3153	1.0000000
barcode05_DS_3.8GB	contig_3019	330	1758	fexA_phenicol_antibiotic	19	1428	1428	1.0000000
barcode05_DS_3.8GB	contig_3021	215	1643	fexA_phenicol_antibiotic	12	1428	1428	1.0000000
barcode05_DS_3.8GB	contig_303	11451	13371	tet(W)_tetracycline_antibiotic	107	1920	1920	1.0000000
barcode05_DS_3.8GB	contig_3073	46092	47097	poxtA_tetracycline_antibiotic;_oxazolidinone_antibiotic;_phenicol_antibiotic	2	1005	1005	1.0000000
barcode05_DS_3.8GB	contig_3128	11032	11980	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	8	948	948	1.0000000
barcode05_DS_3.8GB	contig_3165	16515	16839	Escherichia coli soxS with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	13	324	324	1.0000000
barcode05_DS_3.8GB	contig_3165	16924	17389	Escherichia coli soxR with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	11	465	465	1.0000000
barcode05_DS_3.8GB	contig_3203	10322	12797	vanT gene in vanG cluster_glycopeptide_antibiotic	6	2475	2475	1.0000000
barcode05_DS_3.8GB	contig_3271	69961	70639	kdpE_aminoglycoside_antibiotic	12	678	678	1.0000000
barcode05_DS_3.8GB	contig_3357	16678	17671	vanH gene in vanA cluster_glycopeptide_antibiotic	9	993	993	1.0000000
barcode05_DS_3.8GB	contig_3372	11005	11998	vanH gene in vanA cluster_glycopeptide_antibiotic	13	993	993	1.0000000
barcode05_DS_3.8GB	contig_3407	71	569	lnuC_lincosamide_antibiotic	95	498	498	1.0000000
barcode05_DS_3.8GB	contig_3460	1270	1876	QnrVC4_fluoroquinolone_antibiotic	3	606	606	1.0000000
barcode05_DS_3.8GB	contig_3460	1958	2597	AAC(6')-Ib9_aminoglycoside_antibiotic	11	639	639	1.0000000
barcode05_DS_3.8GB	contig_3473	142375	142561	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	23	186	186	1.0000000
barcode05_DS_3.8GB	contig_3476	66032	66845	vanY gene in vanB cluster_glycopeptide_antibiotic	12	813	813	1.0000000
barcode05_DS_3.8GB	contig_3487	50469	51102	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	10	633	633	1.0000000
barcode05_DS_3.8GB	contig_3487	66244	67429	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	36	1185	1185	1.0000000
barcode05_DS_3.8GB	contig_3493	2615	3800	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	21	1185	1185	1.0000000
barcode05_DS_3.8GB	contig_3499	24589	25756	AcrE_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam	6	1167	1167	1.0000000
barcode05_DS_3.8GB	contig_3499	26154	26802	AcrS_fluoroquinolone_antibiotic;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_disinfecting_agents_and_antiseptics	5	648	648	1.0000000
barcode05_DS_3.8GB	contig_35	25653	26559	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	10	906	906	1.0000000
barcode05_DS_3.8GB	contig_35	32686	34453	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics_cephalosporin;_cephamycin;_penam	23	1767	1767	1.0000000
barcode05_DS_3.8GB	contig_3515	67294	68479	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	23	1185	1185	1.0000000
barcode05_DS_3.8GB	contig_3524	91928	92459	emrR_fluoroquinolone_antibiotic	13	531	531	1.0000000
barcode05_DS_3.8GB	contig_3524	92589	93762	emrA_fluoroquinolone_antibiotic	16	1173	1173	1.0000000
barcode05_DS_3.8GB	contig_3524	93778	95317	emrB_fluoroquinolone_antibiotic	16	1539	1539	1.0000000
barcode05_DS_3.8GB	contig_3524	101726	101912	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	17	186	186	1.0000000
barcode05_DS_3.8GB	contig_3527	57287	57818	emrR_fluoroquinolone_antibiotic	8	531	531	1.0000000
barcode05_DS_3.8GB	contig_3527	59136	60675	emrB_fluoroquinolone_antibiotic	8	1539	1539	1.0000000
barcode05_DS_3.8GB	contig_3527	65341	65527	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	15	186	186	1.0000000
barcode05_DS_3.8GB	contig_358	83	878	APH(3')-IIIa_aminoglycoside_antibiotic	88	795	795	1.0000000
barcode05_DS_3.8GB	contig_3723	23045	24011	tet(M)_tetracycline_antibiotic	36	966	966	1.0000000
barcode05_DS_3.8GB	contig_3723	24244	24733	tet(M)_tetracycline_antibiotic	43	489	489	1.0000000
barcode05_DS_3.8GB	contig_3755	18630	19863	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	17	1233	1233	1.0000000
barcode05_DS_3.8GB	contig_3767	8823	10056	Escherichia coli mdfA_tetracycline_antibiotic;_disinfecting_agents_and_antiseptics	10	1233	1233	1.0000000
barcode05_DS_3.8GB	contig_377	71	872	ANT(9)-Ia_aminoglycoside_antibiotic	19	801	801	1.0000000
barcode05_DS_3.8GB	contig_3825	24825	25992	ugd_peptide_antibiotic	12	1167	1167	1.0000000
barcode05_DS_3.8GB	contig_3842	1	904	EstT_macrolide_antibiotic;_glycylcycline;_tetracycline_antibiotic	30	903	903	1.0000000
barcode05_DS_3.8GB	contig_3843	4579	5443	aadS_aminoglycoside_antibiotic	14	864	864	1.0000000
barcode05_DS_3.8GB	contig_3843	6618	7779	tet(X3)_glycylcycline;_tetracycline_antibiotic	28	1161	1161	1.0000000
barcode05_DS_3.8GB	contig_3893	86190	87063	GOB-20_carbapenem;_cephalosporin;_penam	12	873	873	1.0000000
barcode05_DS_3.8GB	contig_395	47321	48317	CfxA6_cephamycin	39	996	996	1.0000000
barcode05_DS_3.8GB	contig_396	2050	2749	tet(O)_tetracycline_antibiotic	89	699	699	1.0000000
barcode05_DS_3.8GB	contig_397	14166	16086	tet(W)_tetracycline_antibiotic	94	1920	1920	1.0000000
barcode05_DS_3.8GB	contig_3986	14199	15867	tet(44)_tetracycline_antibiotic	18	1668	1668	1.0000000
barcode05_DS_3.8GB	contig_3986	16437	17295	ANT(6)-Ib_aminoglycoside_antibiotic	25	858	858	1.0000000
barcode05_DS_3.8GB	contig_4038	49955	51416	vanW gene in vanI cluster_glycopeptide_antibiotic	8	1461	1461	1.0000000
barcode05_DS_3.8GB	contig_416	9306	10044	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	194	738	738	1.0000000
barcode05_DS_3.8GB	contig_416	10489	11887	tet(45)_tetracycline_antibiotic	270	1398	1398	1.0000000
barcode05_DS_3.8GB	contig_416	12247	14167	tet(O/W/32/O)_tetracycline_antibiotic	268	1920	1920	1.0000000
barcode05_DS_3.8GB	contig_424	2688	4272	tet(W/N/W)_tetracycline_antibiotic	86	1584	1584	1.0000000
barcode05_DS_3.8GB	contig_4361	36162	37923	vanW gene in vanG cluster_glycopeptide_antibiotic	15	1761	1761	1.0000000
barcode05_DS_3.8GB	contig_4380	123877	125419	vanT gene in vanG cluster_glycopeptide_antibiotic	9	1542	1542	1.0000000
barcode05_DS_3.8GB	contig_4494	14014	14779	vanY gene in vanM cluster_glycopeptide_antibiotic	19	765	765	1.0000000
barcode05_DS_3.8GB	contig_453	14864	15884	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	23	1020	1020	1.0000000
barcode05_DS_3.8GB	contig_4560	237024	237717	vanW gene in vanG cluster_glycopeptide_antibiotic	7	693	693	1.0000000
barcode05_DS_3.8GB	contig_4577	19990	20764	ErmQ_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	7	774	774	1.0000000
barcode05_DS_3.8GB	contig_4634	5023	6133	vanT gene in vanG cluster_glycopeptide_antibiotic	8	1110	1110	1.0000000
barcode05_DS_3.8GB	contig_4695	6835	7984	ArnT_peptide_antibiotic	7	1149	1149	1.0000000
barcode05_DS_3.8GB	contig_4695	30608	33248	Escherichia coli gyrA conferring resistance to fluoroquinolones_fluoroquinolone_antibiotic	5	2640	2640	1.0000000
barcode05_DS_3.8GB	contig_4849	16659	16992	qacJ_disinfecting_agents_and_antiseptics	15	333	333	1.0000000
barcode05_DS_3.8GB	contig_4852	36	402	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	6	366	366	1.0000000
barcode05_DS_3.8GB	contig_4852	388	718	Klebsiella pneumoniae KpnF_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	6	330	330	1.0000000
barcode05_DS_3.8GB	contig_4855	20018	21662	eptA_peptide_antibiotic	11	1644	1644	1.0000000
barcode05_DS_3.8GB	contig_493	8521	10408	tet(Q)_tetracycline_antibiotic	159	1887	1887	1.0000000
barcode05_DS_3.8GB	contig_498	3670	4408	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	113	738	738	1.0000000
barcode05_DS_3.8GB	contig_499	3809	4547	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	81	738	738	1.0000000
barcode05_DS_3.8GB	contig_5053	3498	4287	aadA_aminoglycoside_antibiotic	29	789	789	1.0000000
barcode05_DS_3.8GB	contig_5053	4344	4869	SAT-2_nucleoside_antibiotic	6	525	525	1.0000000
barcode05_DS_3.8GB	contig_5053	4963	5437	dfrA1_diaminopyrimidine_antibiotic	6	474	474	1.0000000
barcode05_DS_3.8GB	contig_51	3925	4420	lnuC_lincosamide_antibiotic	118	495	495	1.0000000
barcode05_DS_3.8GB	contig_510	52685	55163	vanT gene in vanG cluster_glycopeptide_antibiotic	14	2478	2478	1.0000000
barcode05_DS_3.8GB	contig_513	1	826	tet(O)_tetracycline_antibiotic	56	825	825	1.0000000
barcode05_DS_3.8GB	contig_5132	21848	22457	ACI-1_cephalosporin;_penam;_penem	17	609	609	1.0000000
barcode05_DS_3.8GB	contig_518	415786	416275	dfrA3_diaminopyrimidine_antibiotic	46	489	489	1.0000000
barcode05_DS_3.8GB	contig_5240	5162	5783	vanY gene in vanG cluster_glycopeptide_antibiotic	4	621	621	1.0000000
barcode05_DS_3.8GB	contig_5264	111575	111935	qacJ_disinfecting_agents_and_antiseptics	9	360	360	1.0000000
barcode05_DS_3.8GB	contig_538	61961	64382	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	41	2421	2421	1.0000000
barcode05_DS_3.8GB	contig_546	4431	5184	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	26	753	753	1.0000000
barcode05_DS_3.8GB	contig_5463	17361	19290	vanT gene in vanG cluster_glycopeptide_antibiotic	12	1929	1929	1.0000000
barcode05_DS_3.8GB	contig_5513	859	1825	CfxA2_cephamycin	19	966	966	1.0000000
barcode05_DS_3.8GB	contig_5544	1416	2790	cpxA_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	13	1374	1374	1.0000000
barcode05_DS_3.8GB	contig_557	0	1242	tet(O)_tetracycline_antibiotic	46	1242	1242	1.0000000
barcode05_DS_3.8GB	contig_5572	16329	16518	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	11	189	189	1.0000000
barcode05_DS_3.8GB	contig_5654	10735	11590	ACI-1_cephalosporin;_penam;_penem	4	855	855	1.0000000
barcode05_DS_3.8GB	contig_5655	52828	53683	ACI-1_cephalosporin;_penam;_penem	16	855	855	1.0000000
barcode05_DS_3.8GB	contig_566	31467	32667	vanT gene in vanG cluster_glycopeptide_antibiotic	17	1200	1200	1.0000000
barcode05_DS_3.8GB	contig_566	174579	175461	vanY gene in vanB cluster_glycopeptide_antibiotic	20	882	882	1.0000000
barcode05_DS_3.8GB	contig_5661	117885	118704	vanW gene in vanG cluster_glycopeptide_antibiotic	11	819	819	1.0000000
barcode05_DS_3.8GB	contig_5705	28241	30692	vanT gene in vanG cluster_glycopeptide_antibiotic	9	2451	2451	1.0000000
barcode05_DS_3.8GB	contig_572	1866	2604	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	70	738	738	1.0000000
barcode05_DS_3.8GB	contig_5728	14271	14634	Klebsiella pneumoniae KpnE_macrolide_antibiotic;_aminoglycoside_antibiotic;_cephalosporin;_tetracycline_antibiotic;_peptide_antibiotic;_rifamycin_antibiotic;_disinfecting_agents_and_antiseptics	5	363	363	1.0000000
barcode05_DS_3.8GB	contig_5759	46010	48476	vanT gene in vanG cluster_glycopeptide_antibiotic	10	2466	2466	1.0000000
barcode05_DS_3.8GB	contig_5801	30216	33345	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	17	3129	3129	1.0000000
barcode05_DS_3.8GB	contig_599	636	2556	tet(W)_tetracycline_antibiotic	73	1920	1920	1.0000000
barcode05_DS_3.8GB	contig_600	4578	5073	lnuC_lincosamide_antibiotic	14	495	495	1.0000000
barcode05_DS_3.8GB	contig_605	4097	4835	ErmB_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	132	738	738	1.0000000
barcode05_DS_3.8GB	contig_6088	628	1447	vanW gene in vanG cluster_glycopeptide_antibiotic	8	819	819	1.0000000
barcode05_DS_3.8GB	contig_6132	2536	3031	lnuC_lincosamide_antibiotic	14	495	495	1.0000000
barcode05_DS_3.8GB	contig_6148	18916	20023	vanT gene in vanG cluster_glycopeptide_antibiotic	41	1107	1107	1.0000000
barcode05_DS_3.8GB	contig_6153	31308	34488	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	11	3180	3180	1.0000000
barcode05_DS_3.8GB	contig_6342	10370	10871	nimJ_nitroimidazole_antibiotic	6	501	501	1.0000000
barcode05_DS_3.8GB	contig_6387	160861	161611	BlaB-11_carbapenem;_penam	11	750	750	1.0000000
barcode05_DS_3.8GB	contig_6400	12072	13561	TolC_macrolide_antibiotic;_fluoroquinolone_antibiotic;_aminoglycoside_antibiotic;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_peptide_antibiotic;_aminocoumarin_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	7	1489	1489	1.0000000
barcode05_DS_3.8GB	contig_651	0	1008	tet(W)_tetracycline_antibiotic	22	1008	1008	1.0000000
barcode05_DS_3.8GB	contig_651	1266	2487	tet(40)_tetracycline_antibiotic	81	1221	1221	1.0000000
barcode05_DS_3.8GB	contig_652	653	2573	tet(W)_tetracycline_antibiotic	110	1920	1920	1.0000000
barcode05_DS_3.8GB	contig_652	3326	4547	tet(40)_tetracycline_antibiotic	89	1221	1221	1.0000000
barcode05_DS_3.8GB	contig_6601	31068	33534	vanT gene in vanG cluster_glycopeptide_antibiotic	9	2466	2466	1.0000000
barcode05_DS_3.8GB	contig_661	1748	2483	ErmA_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	11	735	735	1.0000000
barcode05_DS_3.8GB	contig_663	12669	14643	tet(Q)_tetracycline_antibiotic	215	1974	1974	1.0000000
barcode05_DS_3.8GB	contig_677	1317	3243	tet(Q)_tetracycline_antibiotic	11	1926	1926	1.0000000
barcode05_DS_3.8GB	contig_677	5114	6281	tet(X)_glycylcycline;_tetracycline_antibiotic	23	1167	1167	1.0000000
barcode05_DS_3.8GB	contig_677	6492	7266	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	31	774	774	1.0000000
barcode05_DS_3.8GB	contig_6809	10152	11247	vanG_glycopeptide_antibiotic	11	1095	1095	1.0000000
barcode05_DS_3.8GB	contig_694	3886	4372	lnuA_lincosamide_antibiotic	20	486	486	1.0000000
barcode05_DS_3.8GB	contig_7202	11024	11708	kdpE_aminoglycoside_antibiotic	7	684	684	1.0000000
barcode05_DS_3.8GB	contig_7332	6613	6799	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	10	186	186	1.0000000
barcode05_DS_3.8GB	contig_7347	1041	2526	lsaE_lincosamide_antibiotic;_streptogramin_antibiotic;_pleuromutilin_antibiotic	4	1485	1485	1.0000000
barcode05_DS_3.8GB	contig_7352	9	468	AAC(6')-Il_aminoglycoside_antibiotic	15	459	459	1.0000000
barcode05_DS_3.8GB	contig_7352	1774	2329	AAC(6')-Ib4_aminoglycoside_antibiotic	28	555	555	1.0000000
barcode05_DS_3.8GB	contig_7352	2399	3194	aphA15_aminoglycoside_antibiotic	14	795	795	1.0000000
barcode05_DS_3.8GB	contig_7364	23429	25046	Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics_cephalosporin;_cephamycin;_penam	14	1617	1617	1.0000000
barcode05_DS_3.8GB	contig_7364	31147	32092	leuO_nucleoside_antibiotic;_disinfecting_agents_and_antiseptics	9	945	945	1.0000000
barcode05_DS_3.8GB	contig_743	69645	70830	Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin_elfamycin_antibiotic	31	1185	1185	1.0000000
barcode05_DS_3.8GB	contig_7468	5064	5697	CRP_macrolide_antibiotic;_fluoroquinolone_antibiotic;_penam	9	633	633	1.0000000
barcode05_DS_3.8GB	contig_776	242547	245790	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	15	3243	3243	1.0000000
barcode05_DS_3.8GB	contig_7865	35789	36347	vanY gene in vanA cluster_glycopeptide_antibiotic	10	558	558	1.0000000
barcode05_DS_3.8GB	contig_7945	29591	32057	vanT gene in vanG cluster_glycopeptide_antibiotic	20	2466	2466	1.0000000
barcode05_DS_3.8GB	contig_8024	25178	26426	mdtA_aminocoumarin_antibiotic	10	1248	1248	1.0000000
barcode05_DS_3.8GB	contig_8024	26425	29167	mdtB_aminocoumarin_antibiotic	9	2742	2742	1.0000000
barcode05_DS_3.8GB	contig_8024	35441	36164	baeR_aminoglycoside_antibiotic;_aminocoumarin_antibiotic	9	723	723	1.0000000
barcode05_DS_3.8GB	contig_811	0	822	KPC-82_monobactam;_carbapenem;_cephalosporin;_penam	49	822	822	1.0000000
barcode05_DS_3.8GB	contig_811	10671	11451	APH(3')-VIa_aminoglycoside_antibiotic	55	780	780	1.0000000
barcode05_DS_3.8GB	contig_831	0	771	mphE_macrolide_antibiotic	18	771	771	1.0000000
barcode05_DS_3.8GB	contig_8408	5074	5836	LnuH_lincosamide_antibiotic	6	762	762	1.0000000
barcode05_DS_3.8GB	contig_8673	13151	13475	Escherichia coli soxS with mutation conferring antibiotic resistance_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	13	324	324	1.0000000
barcode05_DS_3.8GB	contig_8852	3182	3983	ErmF_macrolide_antibiotic;_lincosamide_antibiotic;_streptogramin_antibiotic;_streptogramin_A_antibiotic;_streptogramin_B_antibiotic	8	801	801	1.0000000
barcode05_DS_3.8GB	contig_8971	4454	5663	mdtH_fluoroquinolone_antibiotic	9	1209	1209	1.0000000
barcode05_DS_3.8GB	contig_8971	14295	15522	mdtG_phosphonic_acid_antibiotic	10	1227	1227	1.0000000
barcode05_DS_3.8GB	contig_898	46916	50072	adeF_fluoroquinolone_antibiotic;_tetracycline_antibiotic	55	3156	3156	1.0000000
barcode05_DS_3.8GB	contig_8998	1	766	aadA_aminoglycoside_antibiotic	25	765	765	1.0000000
barcode05_DS_3.8GB	contig_9	108665	109160	nimJ_nitroimidazole_antibiotic	13	495	495	1.0000000
barcode05_DS_3.8GB	contig_9095	1617	2481	GES-1_carbapenem;_cephalosporin;_penam	17	864	864	1.0000000
barcode05_DS_3.8GB	contig_9095	2554	3013	AAC(6')-Il_aminoglycoside_antibiotic	23	459	459	1.0000000
barcode05_DS_3.8GB	contig_9098	1051	1384	qacG_disinfecting_agents_and_antiseptics	3	333	333	1.0000000
barcode05_DS_3.8GB	contig_9120	28667	29198	emrR_fluoroquinolone_antibiotic	12	531	531	1.0000000
barcode05_DS_3.8GB	contig_9120	39090	39276	rsmA_fluoroquinolone_antibiotic;_diaminopyrimidine_antibiotic;_phenicol_antibiotic	9	186	186	1.0000000
barcode05_DS_3.8GB	contig_916	84	432	qacEdelta1_disinfecting_agents_and_antiseptics	29	348	348	1.0000000
barcode05_DS_3.8GB	contig_9685	60103	60421	qacG_disinfecting_agents_and_antiseptics	12	318	318	1.0000000
barcode05_DS_3.8GB	contig_9685	66470	67370	CME-2_penam	10	900	900	1.0000000
barcode05_DS_3.8GB	contig_9758	11089	11503	H-NS_macrolide_antibiotic;_fluoroquinolone_antibiotic;_cephalosporin;_cephamycin;_penam;_tetracycline_antibiotic	10	414	414	1.0000000
barcode05_DS_3.8GB	contig_9770	6127	7123	vanH gene in vanB cluster_glycopeptide_antibiotic	4	996	996	1.0000000
barcode05_DS_3.8GB	contig_9912	573	1218	QnrB19_fluoroquinolone_antibiotic	23	645	645	1.0000000
barcode05_DS_3.8GB	contig_9975	2844	3228	marA_fluoroquinolone_antibiotic;_monobactam;_carbapenem;_cephalosporin;_glycylcycline;_cephamycin;_penam;_tetracycline_antibiotic;_rifamycin_antibiotic;_phenicol_antibiotic;_penem;_disinfecting_agents_and_antiseptics	10	384	384	1.0000000
