Sample_file	Genome_file	Taxonomic_abundance	Sequence_abundance	Adjusted_ANI	True_cov	ANI_5-95_percentile	Eff_lambda	Lambda_5-95_percentile	Median_cov	Mean_cov_geq1	Containment_ind	Naive_ANI	kmers_reassigned	Contig_name
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/117/135/GCA_019117135.1_genomic.fna.gz	0.0067	0.0021	96.68	0.172	95.48-97.67	0.141	0.10-0.20	1	1.071	381/8088	90.61	15	DXAI01000061.1 MAG TPA_asm: Candidatus Duodenibacillus intestinavium isolate 2430 CHK55__C102379_L4510_SAMEA104467244, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/589/185/GCA_934589185.1_genomic.fna.gz	0.0067	0.0019	95.29	0.172	94.09-96.96	0.141	0.08-0.21	1	1.084	215/7162	89.31	432	CAKTNQ010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_B_9_CHE0002SZ.67 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_B_9_CHE0002SZ__NODE_331_length_102095_cov_42.722353, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/875/375/GCA_934875375.1_genomic.fna.gz	0.0065	0.0023	97.98	0.168	97.12-98.77	0.137	0.10-0.18	1	1.130	640/9191	91.76	231	CAKXHL010000001.1 MAG: uncultured bacterium isolate MTG243_bin.11.fa genome assembly, contig: NODE_1_length_265071_cov_8.077100, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/103/425/GCF_900103425.1_genomic.fna.gz	0.0065	0.0018	98.73	0.168	97.95-99.48	0.137	0.10-0.18	1	1.093	648/7323	92.48	12	NZ_FMXA01000040.1 Allisonella histaminiformans strain DSM 15230, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/160/755/GCF_000160755.1_genomic.fna.gz	0.0065	0.0044	96.04	0.168	95.22-96.68	0.137	0.11-0.18	1	1.083	649/17218	89.96	46	NZ_GG668629.1 Proteus mirabilis ATCC 29906 SCAFFOLD54, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/214/495/GCA_905214495.1_genomic.fna.gz	0.0065	0.0017	95.11	0.168	93.65-96.69	0.137	0.08-0.23	1	1.074	188/6803	89.07	239	CAJMLW010000001.1 TPA_asm: uncultured bacterium isolate ERR1190924-bin.8 genome assembly, contig: NODE_85_length_121908_cov_78.974486, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/765/465/GCA_900765465.1_genomic.fna.gz	0.0065	0.0023	95.60	0.167	94.43-97.16	0.136	0.08-0.20	1	1.120	299/8957	89.61	951	CAAFRM010000001.1 MAG TPA_asm: uncultured Prevotella sp., isolate HGM04955, WGS project CAAFRM010000000 data, contig: SRS294916_12_k89_47, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/425/045/GCF_000425045.1_genomic.fna.gz	0.0065	0.0025	97.97	0.166	97.17-98.68	0.136	0.10-0.18	1	1.084	667/9707	91.72	37	NZ_AULA01000001.1 Acidaminococcus intestini DSM 21505 H503DRAFT_scaffold00001.1_C, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/436/505/GCA_934436505.1_genomic.fna.gz	0.0064	0.0022	96.29	0.165	94.99-97.21	0.135	0.10-0.20	1	1.080	352/8827	90.13	44	CAKSAP010000001.1 MAG: uncultured Eubacteriales bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_10_2632.240 genome assembly, contig: Hadza_MoBio_hadza-I-L_M_10_2632__NODE_2_length_874226_cov_34.710219, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/516/765/GCA_003516765.1_genomic.fna.gz	0.0064	0.0021	96.38	0.164	95.27-97.41	0.134	0.09-0.20	1	1.077	336/8219	90.20	93	DPCD01000066.1 MAG TPA_asm: Clostridiales bacterium isolate UBA11529 contig_10174, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/907/815/GCF_016907815.1_genomic.fna.gz	0.0064	0.0036	99.03	0.164	98.49-99.57	0.134	0.11-0.16	1	1.100	1394/14705	92.68	90	NZ_JAFBCQ010000001.1 Microbacterium aurum strain DSM 8600 Ga0451118_01, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/855/GCA_900553855.1_genomic.fna.gz	0.0064	0.0014	96.33	0.163	95.01-97.92	0.133	0.07-0.22	1	1.071	225/5618	90.14	108	USFG01000001.1 uncultured Tenericutes bacterium isolate UMGS1661 genome assembly, contig: NODE_10_length_191701_cov_9.379778, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/296/445/GCF_000296445.1_genomic.fna.gz	0.0064	0.0022	97.82	0.163	96.91-98.71	0.133	0.10-0.18	1	1.073	579/8996	91.53	49	NZ_JH815198.1 Slackia piriformis YIT 12062 supercont1.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/029/588/855/GCF_029588855.1_genomic.fna.gz	0.0063	0.0046	97.54	0.163	96.77-98.10	0.133	0.11-0.17	1	1.079	1113/18945	91.26	462	NZ_JARQZE010000010.1 Thauera mechernichensis strain TL1 NODE_10_length_132600_cov_51.9712, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/740/785/GCF_000740785.1_genomic.fna.gz	0.0063	0.0036	97.39	0.163	96.54-98.05	0.133	0.11-0.17	1	1.113	834/14877	91.12	53	NZ_JFZB01000001.1 Paenirhodobacter enshiensis strain DW2-9 contig1_scaffold1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/017/307/275/GCA_017307275.1_genomic.fna.gz	0.0063	0.0056	96.23	0.162	95.48-97.04	0.133	0.10-0.17	1	1.074	888/22993	90.04	19	JAFKFK010000011.1 MAG: Alphaproteobacteria bacterium isolate SCN18_30_10_14_R5_P_65_16 SCN18_30_10_14_R5_P_scaffold_102, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/131/735/GCF_014131735.1_genomic.fna.gz	0.0063	0.0034	97.04	0.162	96.23-97.77	0.133	0.10-0.17	1	1.092	703/14064	90.79	28	NZ_CP039121.1 Lactiplantibacillus plantarum strain DSM 20174 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/016/789/125/GCA_016789125.1_genomic.fna.gz	0.0063	0.0037	97.21	0.162	96.31-97.96	0.132	0.10-0.18	1	1.063	807/15281	90.95	121	JAEUNU010000196.1 MAG: Zoogloea sp. isolate new MAG-181 k141_1003914, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/553/315/GCA_900553315.1_genomic.fna.gz	0.0063	0.0024	98.63	0.162	97.93-99.31	0.132	0.10-0.17	1	1.124	790/9581	92.27	137	USCW01000001.1 uncultured Clostridiales bacterium isolate UMGS1600 genome assembly, contig: NODE_31_length_114425_cov_5.759509, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/567/495/GCF_025567495.1_genomic.fna.gz	0.0063	0.0031	95.43	0.161	94.22-96.55	0.131	0.09-0.19	1	1.077	375/12689	89.26	130	NZ_JAOQJZ010000001.1 Hominimerdicola aceti strain Sanger_31 .14207_7_17.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/001/916/035/GCA_001916035.1_genomic.fna.gz	0.0063	0.0017	99.49	0.161	98.66-100.27	0.131	0.10-0.18	1	1.098	757/7052	93.05	36	MNRQ01000020.1 MAG: Clostridium sp. 27_14 Ley3_66761_scaffold_1004, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/003/574/395/GCF_003574395.1_genomic.fna.gz	0.0062	0.0037	95.66	0.159	94.63-96.60	0.130	0.10-0.18	1	1.084	498/15811	89.45	75	NZ_KZ984533.1 Tabrizicola thermarum strain YIM 73036 scaffold1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/902/834/965/GCA_902834965.1_genomic.fna.gz	0.0062	0.0014	95.05	0.158	93.38-97.23	0.129	0.07-0.23	1	1.061	148/5757	88.86	184	CADFKY010000001.1 MAG TPA_asm: Veillonellaceae bacterium isolate MGYG-HGUT-04722 genome assembly, contig: NODE_266_length_52839_cov_32.233897, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/103/535/GCF_900103535.1_genomic.fna.gz	0.0061	0.0030	97.32	0.157	96.52-97.91	0.129	0.10-0.16	1	1.112	654/12311	90.97	164	NZ_FNHQ01000075.1 Megasphaera paucivorans strain DSM 16981, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/149/285/GCF_025149285.1_genomic.fna.gz	0.0061	0.0070	96.55	0.157	95.92-97.13	0.128	0.11-0.16	1	1.070	1202/29054	90.24	519	NZ_CP102274.1 Hungatella hathewayi strain DSM 13479 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/019/112/665/GCA_019112665.1_genomic.fna.gz	0.0061	0.0021	95.96	0.156	94.76-97.40	0.127	0.08-0.18	1	1.092	306/8997	89.67	21	DXIY01000056.1 MAG TPA_asm: Candidatus Ruthenibacterium merdipullorum isolate ChiSxjej5B17-15602 ChiSxjej5B17M5__C100595_L16542_SAMN08009923, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/554/635/GCA_900554635.1_genomic.fna.gz	0.0060	0.0011	96.07	0.154	94.64-98.06	0.126	0.06-0.20	1	1.071	170/4882	89.74	103	USHY01000001.1 uncultured Clostridium sp. isolate UMGS1740 genome assembly, contig: NODE_59_length_89463_cov_11.115952, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/014/288/115/GCF_014288115.1_genomic.fna.gz	0.0060	0.0029	96.41	0.154	95.31-97.33	0.126	0.09-0.17	1	1.112	483/12439	90.05	110	NZ_JACOOK010000001.1 Alistipes hominis strain New-7 N7_ctg01, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/245/GCA_900542245.1_genomic.fna.gz	0.0060	0.0023	97.67	0.154	96.76-98.64	0.125	0.09-0.17	1	1.163	575/9906	91.23	180	UQMQ01000001.1 uncultured Clostridiales bacterium isolate UMGS434 genome assembly, contig: NODE_240_length_48820_cov_4.921014, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/060/485/GCA_018060485.1_genomic.fna.gz	0.0060	0.0026	98.54	0.153	97.89-99.19	0.125	0.10-0.15	1	1.081	898/11574	92.08	112	JAGOVZ010000266.1 MAG: Ottowia sp. isolate Gw_Inlet_bin_108 Gw_Inlet_100801_length_3080_cov_33.427023, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/030/295/565/GCA_030295565.1_genomic.fna.gz	0.0060	0.0049	95.05	0.153	94.16-95.94	0.125	0.09-0.17	1	1.087	517/20792	88.77	440	AP027244.1 Bacteroides finegoldii JCM 13345 DNA, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/017/487/345/GCF_017487345.1_genomic.fna.gz	0.0060	0.0035	96.87	0.153	95.99-97.67	0.125	0.10-0.17	1	1.084	687/15323	90.47	194	NZ_CP062006.1 Brevundimonas pondensis strain LVF1 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/369/045/GCF_000369045.1_genomic.fna.gz	0.0059	0.0038	96.81	0.153	95.98-97.50	0.125	0.10-0.16	1	1.126	762/16395	90.57	475	NZ_KB849785.1 Acinetobacter pittii ATCC 19004 = CIP 70.29 acLZE-supercont1.1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/018/712/515/GCA_018712515.1_genomic.fna.gz	0.0059	0.0023	98.76	0.153	98.00-99.35	0.125	0.09-0.16	1	1.080	823/10118	92.22	36	DVGW01000014.1 MAG TPA_asm: Candidatus Aphodovivens avicola isolate ChiGjej6B6-21069 ChiGjej6B6M5__C102990_L24787_SRR6323492, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/025/499/515/GCF_025499515.1_genomic.fna.gz	0.0059	0.0029	95.11	0.151	93.97-96.11	0.124	0.08-0.18	1	1.105	315/12545	88.79	191	NZ_JAMKFA010000001.1 Flavobacterium sp. HXWNR29 contig1, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/540/335/GCA_900540335.1_genomic.fna.gz	0.0059	0.0027	97.07	0.151	96.12-97.80	0.124	0.09-0.17	1	1.119	581/12285	90.63	344	UQFC01000001.1 uncultured Clostridium sp. isolate UMGS228 genome assembly, contig: NODE_26_length_98058_cov_3.528606, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/547/405/GCA_900547405.1_genomic.fna.gz	0.0059	0.0025	97.91	0.151	96.97-98.61	0.123	0.10-0.17	1	1.077	675/10974	91.40	185	URGL01000001.1 uncultured Clostridiales bacterium isolate UMGS977 genome assembly, contig: NODE_38_length_140845_cov_5.118560, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/214/305/GCA_905214305.1_genomic.fna.gz	0.0058	0.0027	95.87	0.149	94.73-96.84	0.122	0.09-0.18	1	1.093	387/12193	89.47	120	CAJMLK010000001.1 TPA_asm: uncultured bacterium isolate ERR1190746-bin.49 genome assembly, contig: NODE_172_length_97278_cov_5.943830, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/542/375/GCA_900542375.1_genomic.fna.gz	0.0058	0.0019	96.29	0.149	95.11-97.43	0.122	0.07-0.18	1	1.168	304/8383	89.85	126	UQNI01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS454 genome assembly, contig: NODE_241_length_67032_cov_4.336265, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/027/116/575/GCF_027116575.1_genomic.fna.gz	0.0058	0.0022	97.79	0.148	96.78-98.51	0.121	0.09-0.17	1	1.057	560/9599	91.24	4	NZ_CP098252.1 Oxalobacter sp. JAC-2022 strain Va3 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/905/193/155/GCA_905193155.1_genomic.fna.gz	0.0057	0.0025	96.41	0.147	95.34-97.54	0.120	0.08-0.17	1	1.061	424/11370	89.93	113	CAJJNQ010000001.1 MAG TPA_asm: uncultured Catabacter sp. isolate ERR1600748-bin.5 genome assembly, contig: NODE_134_length_121018_cov_17.297496, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/433/335/GCA_000433335.1_genomic.fna.gz	0.0057	0.0010	99.34	0.146	98.45-100.25	0.120	0.08-0.16	1	1.066	427/4552	92.65	8	HF996691.1 Clostridium sp. CAG:1219 genomic scaffold, scf4, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/906/795/GCF_002906795.1_genomic.fna.gz	0.0057	0.0056	95.12	0.146	94.20-96.00	0.120	0.09-0.16	1	1.078	627/25588	88.72	1723	NZ_MINF01000001.1 Pseudomonas putida strain KH-20-11 scaffold104_cov144, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/020/735/465/GCF_020735465.1_genomic.fna.gz	0.0056	0.0023	96.06	0.145	94.78-97.32	0.118	0.08-0.19	1	1.062	341/10375	89.57	239	NZ_CP085935.1 Collinsella stercoris DSM 13279 strain FDAARGOS_1572 chromosome, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/904/394/705/GCA_904394705.1_genomic.fna.gz	0.0056	0.0019	95.26	0.145	93.83-96.85	0.118	0.07-0.19	1	1.083	218/8626	88.81	19	CAJFNJ010000001.1 Candidatus Avimicrobium caecorum isolate Coassembly_mag_137 genome assembly, contig: MAGpy_11413_min2k_bin_137_fak87_61810, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/524/085/GCA_003524085.1_genomic.fna.gz	0.0056	0.0010	98.31	0.144	97.08-99.75	0.118	0.07-0.18	1	1.068	325/4847	91.65	78	DOEC01000016.1 MAG TPA_asm: Bacillota bacterium isolate UBA11492 contig_13016, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/000/436/735/GCA_000436735.1_genomic.fna.gz	0.0056	0.0023	95.94	0.143	94.64-97.32	0.117	0.07-0.18	1	1.083	327/10452	89.43	161	FR887054.1 Firmicutes bacterium CAG:170 genomic scaffold, scf6, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/016/907/795/GCF_016907795.1_genomic.fna.gz	0.0056	0.0027	98.45	0.143	97.52-98.98	0.117	0.10-0.16	1	1.061	852/12253	91.76	57	NZ_JAFBCR010000001.1 Kocuria palustris strain TAGA27 Ga0451124_01, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/573/975/GCA_003573975.1_genomic.fna.gz	0.0056	0.0033	96.68	0.143	95.75-97.57	0.117	0.09-0.16	1	1.166	584/14679	90.12	1017	AP018533.1 Clostridiales bacterium CCNA10 DNA, complete genome
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/552/285/GCA_900552285.1_genomic.fna.gz	0.0055	0.0014	96.37	0.141	95.11-98.03	0.116	0.06-0.18	1	1.148	244/6874	89.79	80	URYV01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1484 genome assembly, contig: NODE_124_length_40300_cov_3.558256, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/004/556/155/GCA_004556155.1_genomic.fna.gz	0.0055	0.0023	97.95	0.141	97.03-98.73	0.116	0.09-0.15	1	1.071	644/10987	91.26	176	SFIM01000001.1 MAG: Clostridiales bacterium isolate W1P21.023 Contig10, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/289/045/GCF_900289045.1_genomic.fna.gz	0.0055	0.0035	99.30	0.141	98.74-99.83	0.115	0.10-0.14	1	1.086	1448/16216	92.50	30	NZ_LT985188.1 Micropruina glycogenica isolate 1 chromosome 1, complete sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/938/003/925/GCA_938003925.1_genomic.fna.gz	0.0054	0.0011	95.73	0.140	93.92-97.76	0.114	0.05-0.20	1	1.054	148/5181	89.16	1	CALKWQ010000001.1 MAG TPA_asm: uncultured bacterium isolate SRR6007447_bin.26_CONCOCT_v1.1_MAG genome assembly, contig: ERZ724101.69010, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/002/070/825/GCA_002070825.1_genomic.fna.gz	0.0054	0.0029	97.36	0.139	96.41-98.03	0.114	0.09-0.15	1	1.067	655/13616	90.68	11	MWDT01000001.1 MAG: Verrucomicrobia bacterium ADurb.Bin122 BWX86_contig000001, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/351/765/GCA_934351765.1_genomic.fna.gz	0.0054	0.0019	97.02	0.139	95.90-98.36	0.114	0.07-0.17	1	1.061	391/9079	90.35	42	CAKRJM010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640.372 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_A_14_1640__NODE_2350_length_40934_cov_4.256994, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/551/525/GCA_900551525.1_genomic.fna.gz	0.0054	0.0010	95.75	0.138	94.14-97.98	0.113	0.05-0.19	1	1.162	136/4786	89.15	49	URWD01000001.1 uncultured Tenericutes bacterium isolate UMGS1410 genome assembly, contig: NODE_81_length_80329_cov_7.985599, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/246/295/GCA_003246295.1_genomic.fna.gz	0.0054	0.0027	97.02	0.138	95.95-97.87	0.113	0.08-0.15	1	1.175	561/13064	90.34	74	QKAS01000024.1 MAG: Clostridia bacterium isolate SZUA-378 scaffold_1022, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/900/754/475/GCA_900754475.1_genomic.fna.gz	0.0053	0.0021	95.81	0.137	94.66-97.05	0.112	0.07-0.17	1	1.060	302/10471	89.19	41	CAAECY010000001.1 MAG TPA_asm: uncultured Sutterella sp., isolate HGM19510, WGS project CAAECY010000000 data, contig: ERS396492_6_k85_1117, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/003/507/655/GCA_003507655.1_genomic.fna.gz	0.0053	0.0020	97.50	0.137	96.34-98.41	0.112	0.08-0.16	1	1.067	475/9598	90.76	150	DNUZ01000039.1 MAG TPA_asm: Lachnospiraceae bacterium isolate UBA11774 contig_1120, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/937/936/435/GCF_937936435.1_genomic.fna.gz	0.0053	0.0023	97.31	0.137	96.22-98.60	0.112	0.07-0.16	1	1.053	510/10998	90.57	5	NZ_CALDDG010000001.1 MAG: uncultured Sulfuricurvum sp. isolate SRR3330212_bin.113_CONCOCT_v1.1_MAG ERZ724084.671, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/002/959/915/GCF_002959915.1_genomic.fna.gz	0.0053	0.0018	98.00	0.137	96.97-99.04	0.112	0.08-0.15	1	1.088	498/8644	91.20	72	NZ_PPDE01000010.1 Veillonella atypica KON strain ATCC 17744 Contig_10_len_79726, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/022/486/935/GCA_022486935.1_genomic.fna.gz	0.0053	0.0015	99.50	0.136	98.61-100.38	0.111	0.08-0.15	1	1.061	687/7472	92.59	0	JAKVJO010000001.1 MAG: Solobacterium sp. isolate UW_MP_BUL3_2 Ga0455794_000112, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/025/992/705/GCA_025992705.1_genomic.fna.gz	0.0053	0.0019	96.08	0.135	94.78-97.64	0.110	0.06-0.18	1	1.072	290/9377	89.39	172	DAJPGJ010000001.1 MAG TPA_asm: Coriobacteriaceae bacterium isolate VEG01_HAM_0045 s276.ctg000431c, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/636/475/GCF_900636475.1_genomic.fna.gz	0.0052	0.0017	97.17	0.135	95.75-98.90	0.110	0.06-0.16	1	1.052	345/7893	90.40	409	NZ_LR134283.1 Streptococcus anginosus strain NCTC10713 chromosome 1, complete sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/371/505/GCA_934371505.1_genomic.fna.gz	0.0052	0.0020	96.33	0.135	95.19-97.47	0.110	0.08-0.17	1	1.076	329/9859	89.61	156	CAKRNW010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_K_14_2624.146 genome assembly, contig: Hadza_MoBio_hadza-I-L_K_14_2624__NODE_1734_length_54392_cov_11.762662, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/001/838/165/GCF_001838165.1_genomic.fna.gz	0.0052	0.0021	96.23	0.134	94.97-97.53	0.110	0.08-0.17	1	1.079	328/10166	89.51	193	NZ_KV835854.1 Actinomyces sp. HMSC035G02 Scaffold0, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/945/952/405/GCF_945952405.1_genomic.fna.gz	0.0052	0.0039	95.30	0.134	94.34-96.17	0.109	0.08-0.15	1	1.060	465/19552	88.64	370	NZ_CAMFIA010000001.1 MAG: uncultured Stenotrophomonas sp. isolate SRR9109406_bin.24_metaWRAP_v1.3_MAG ERZ12289977.10, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/024/621/935/GCF_024621935.1_genomic.fna.gz	0.0052	0.0041	97.23	0.134	96.37-98.00	0.109	0.08-0.14	1	1.105	906/20448	90.44	228	NZ_JANKBX010000010.1 Stenotrophomonas muris strain DSM 28631 NODE_10_length_201726_cov_37.867745, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/000/017/405/GCF_000017405.1_genomic.fna.gz	0.0052	0.0045	97.52	0.133	96.72-98.17	0.108	0.08-0.14	1	1.088	1070/22098	90.69	22	NC_009667.1 Brucella anthropi ATCC 49188 chromosome 1, complete sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCF/900/048/895/GCF_900048895.1_genomic.fna.gz	0.0051	0.0031	99.44	0.130	98.87-100.08	0.106	0.09-0.13	1	1.218	1387/15816	92.45	36	NZ_LT160627.1 Neglectibacter timonensis strain SN17, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/937/925/385/GCA_937925385.1_genomic.fna.gz	0.0050	0.0019	96.30	0.129	95.00-97.91	0.105	0.06-0.16	1	1.088	306/9648	89.47	1135	CALEWN010000001.1 MAG TPA_asm: uncultured Senegalimassilia sp. isolate SRR5024285_bin.159_CONCOCT_v1.1_MAG genome assembly, contig: ERZ505336.12176, whole genome shotgun sequence
../data/temp/barcode89.fastq.gz	gtdb_genomes_reps_r220/database/GCA/934/162/535/GCA_934162535.1_genomic.fna.gz	0.0050	0.0013	96.15	0.127	94.56-97.94	0.104	0.06-0.19	1	1.083	204/6822	89.30	134	CAKPJC010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_J_18_1660.202 genome assembly, contig: Hadza_MoBio_hadza-A-D_J_18_1660__NODE_352_length_131205_cov_24.320976, whole genome shotgun sequence
