Contig_name	barcode01_MA_DS9_Crowfoot.fastq	barcode02_MA_DS9_Crowfoot.fastq	barcode03_MA_DS9_Crowfoot.fastq	barcode04_MA_DS9_Crowfoot.fastq	barcode05_MA_DS9_Crowfoot.fastq	barcode06_MA_DS9_Crowfoot.fastq	barcode07_MA_DS9_Crowfoot.fastq	barcode09_MA_DS9_Crowfoot.fastq	barcode10_MA_DS9_Crowfoot.fastq	barcode11_MA_DS9_Crowfoot.fastq	barcode12_MA_DS9_Crowfoot.fastq	barcode13_MA_DS9_Crowfoot.fastq	barcode18_1405Gb.fastq	barcode19_1405Gb.fastq	barcode20_1405Gb.fastq	barcode21_1405Gb.fastq	barcode22_1405Gb.fastq	barcode23_1405Gb.fastq	barcode24_1405Gb.fastq	barcode01_final_combined.fastq	barcode02_final_combined.fastq	barcode03_final_combined.fastq	barcode04_final_combined.fastq	barcode05_final_combined.fastq	barcode06_final_combined.fastq	barcode07_final_combined.fastq	barcode08_final_combined.fastq	barcode09_final_combined.fastq	barcode10_final_combined.fastq	barcode11_final_combined.fastq	barcode12_final_combined.fastq	barcode13_final_combined.fastq	barcode14_final_combined.fastq	17_set_barcode01.fastq	17_set_barcode02.fastq	17_set_barcode03.fastq	17_set_barcode04.fastq	17_set_barcode05.fastq	17_set_barcode06.fastq	17_set_barcode07.fastq	17_set_barcode08.fastq	17_set_barcode09.fastq
CAMEZU010000001.1 MAG: uncultured Verrucomicrobia bacterium isolate SRR11489758_bin.5_metaWRAP_v1.3_MAG genome assembly, contig: ERZ11466796.1530, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_JABBJE010000001.1 Brevundimonas huaxiensis strain 090558 contig00001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	923	0	0	0	274	0	0	0	0	0	585	467	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALELK010000097.1 MAG: Lachnospiraceae bacterium isolate SUG111 k141_10030856, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0
CAKVIS010000001.1 MAG: uncultured Bulleidia sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662.149 genome assembly, contig: Hadza_PheChl_Fiber-Hadza-Nepal_E_18_1662__NODE_366_length_120793_cov_7.996976, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	80	82	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALFGC010000035.1 MAG: Bacteroidales bacterium isolate SUG649 k141_129396, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	0	0
JAEDOC010000089.1 MAG: Clostridium sp. isolate MAG308 NODE_10246_length_8683_cov_5.956189, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	118	133	0	0	0
CAKTMQ010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_H_24_1651.85 genome assembly, contig: Hadza_MoBio_hadza-A-D_H_24_1651__NODE_1207_length_51754_cov_6.678116, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ONCS01000244.1 uncultured Succinatimonas sp. isolate RUG190 genome assembly, contig: k87_26197985, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2505	2224	1074	0	0	0
MKRV01000001.1 MAG: Alphaproteobacteria bacterium 65-37 SCNpilot_cont_300_bf_scaffold_1000, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2047	190	0	0	2724	0	360	472	0	589	1047	1070	1199	697	506	1002	0	0	0	0	0	0	0	1885	0	379	0	0
NC_020812.1 Micavibrio aeruginosavorus EPB, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEWQX010000159.1 MAG: Bacillota bacterium isolate OH_SBrB_34 k127_1005835, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEWYI010000016.1 MAG: Cyanobacteria bacterium OH_SFB_17 k127_1016116, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	532	261	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0
CAMJGL010000001.1 MAG: uncultured Clostridia bacterium isolate SRR14812370_bin.32_metaWRAP_v1.3_MAG genome assembly, contig: ERZ12298802.3, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALEPP010000126.1 MAG: Agathobacter sp. isolate SUG220 k141_10039301, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472	515	196	0	0	0
NZ_JAGFNY010000001.1 Succinivibrio faecicola strain AGMB01872 AGMB01872_contigs_001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFDT01000063.1 MAG: Clostridiales bacterium isolate W0P25.027 Contig10371, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	0	0	0
JAEDKW010000055.1 MAG: Oscillospiraceae bacterium isolate MAG224 NODE_10040_length_7234_cov_34.893996, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMBKU010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate SRR17382102_bin.2_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10544608.73, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALENF010000138.1 MAG: Bacillota bacterium isolate SUG158 k141_10063337, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	398	315	255	0	0	0
MKRS01000001.1 MAG: Bacteroidales bacterium 45-6 scnpilot_expt_750_p_scaffold_10023, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DETV01000024.1 MAG TPA_asm: Eubacterium sp. UBA3279 UBA3279_contig_10384, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALFOM010000008.1 MAG: Clostridiales bacterium isolate SUG867 k141_100168, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	202	0	0	0
NC_009513.1 Limosilactobacillus reuteri subsp. reuteri, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6163	3024	3353	0	0	0
CAKAEY010000001.1 MAG TPA_asm: uncultured Sanguibacter sp. isolate DRR214962_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01000374, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	602	479	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAQXGH010000001.1 MAG: Bacillota bacterium isolate SUG1170 k141_369415, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_NWVD01000001.1 Sphingomonas ginsenosidimutans strain KACC 14949 contig1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	786	1444	0	0	0	0
JALFNS010000028.1 MAG: Clostridiales bacterium isolate SUG847 k141_111291, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FR891039.1 Firmicutes bacterium CAG:272 genomic scaffold, scf6, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFVI01000005.1 MAG: bacterium isolate W2P28.024 Contig105, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UQNF01000001.1 uncultured Clostridium sp. isolate UMGS453 genome assembly, contig: NODE_31_length_144256_cov_7.012302, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URJQ01000001.1 uncultured Prevotella sp. isolate UMGS1063 genome assembly, contig: NODE_13_length_78087_cov_6.362364, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	638	0	0	0	0
CAJMRA010000001.1 TPA_asm: uncultured bacterium isolate ERR1600705-bin.27 genome assembly, contig: NODE_1322_length_39972_cov_6.133928, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OMWN01000103.1 uncultured Selenomonadales bacterium isolate RUG024 genome assembly, contig: k87_68334469, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALFLB010000007.1 MAG: Agathobacter sp. isolate SUG778 k141_113065, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	984	879	452	0	0	0
SFOF01000196.1 MAG: Clostridiales bacterium isolate W3P12.070 Contig10035, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	97	0	0	0	0
NZ_QGMZ01000001.1 Methanospirillum stamsii strain Pt1 DSM26304_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0
JAEDFR010000102.1 MAG: Lachnospiraceae bacterium isolate MAG089 NODE_10112_length_8101_cov_7.257146, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAGTTS010000010.1 Clostridiaceae bacterium Marseille-Q3526 NODE_10_length_92970_cov_23.2033, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	540	0	0
URTH01000001.1 uncultured Clostridiales bacterium isolate UMGS1326 genome assembly, contig: NODE_1842_length_30249_cov_3.308836, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFQY01000068.1 MAG: bacterium isolate W0P28.011 Contig10162, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKUYM010000001.1 MAG: uncultured Bacteroides sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_D_23_2656.114 genome assembly, contig: Hadza_MoBio_hadza-I-L_D_23_2656__NODE_243_length_97667_cov_4.418250, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PNMC01000001.1 MAG: Parvibaculum sp. isolate DS1.004 DS1_1000096_96765, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	723	165	679	0	0	0
NZ_PYII01000001.1 Enterocloster lavalensis strain KCTC 15153 scaffold_0, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1692	1235	0	1025	0	0	705	636	731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
URLP01000001.1 uncultured Megasphaera sp. isolate UMGS1114 genome assembly, contig: NODE_107_length_44134_cov_3.82681, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMGCK010000001.1 MAG: uncultured Lachnospiraceae bacterium isolate SRR15725436_bin.15_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10622455.2, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEXKM010000438.1 MAG: Proteobacteria bacterium isolate OH_HBlB_238 k127_1003236, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_BJWE01000001.1 Pediococcus parvulus strain NBRC 100673 sequence001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	508	0	0	0	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0
JAQXSC010000001.1 MAG: Oscillospiraceae bacterium isolate SUG1473 k141_678, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042	2168	98	0	0	0
SFPC01000007.1 MAG: Bacteroidales bacterium isolate W3P25.007 Contig101, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP088247.1 Methylorubrum sp. B1-46 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	0	0	0	1124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	1480	0	0	0	0
SFMJ01000009.1 MAG: Bacteroidales bacterium isolate W2P28.050 Contig1002, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAETY010000001.1 MAG TPA_asm: Peptococcaceae bacterium, isolate HGM14211, WGS project CAAETY010000000 data, contig: ERS608579_47_k95_1203, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	986	644	438	559	0	0
CAJMQR010000001.1 TPA_asm: uncultured bacterium isolate ERR1600705-bin.90 genome assembly, contig: NODE_939_length_50279_cov_15.352222, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDNQ010000110.1 MAG: Bacteroidaceae bacterium isolate MAG296 NODE_10279_length_7546_cov_14.373381, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDNJ010000076.1 MAG: Phascolarctobacterium sp. isolate MAG289 NODE_10237_length_7129_cov_7.247809, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFKLV010000253.1 MAG: Sphingomonadales bacterium isolate SCN18_14_9_16_R4_B_67_9 SCN18_14_9_16_R4_B_scaffold_1001, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP024201.1 Caulobacter mirabilis strain FWC 38 chromosome, complete genome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	780	1380	0	0	0	0
CAMEIK010000001.1 MAG: uncultured Clostridia bacterium isolate SRR15057928_bin.14_metaWRAP_v1.3_MAG genome assembly, contig: ERZ10407477.799, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAQXTH010000001.1 MAG: Prevotellaceae bacterium isolate SUG1504 k141_577490, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	0	0
SFLG01000025.1 MAG: Bacteroidales bacterium isolate W2P13.005 Contig1029, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_PDWW01000010.1 Pseudoxanthomonas japonensis strain DSM 17109 NODE_10_length_109525_cov_23.3851, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1029	0	0	0	0	0	0	0	0	0	892	895	1034	302	355	0	0	0	0	0	0	0	0	640	0	0	0	0
CAMBAL010000001.1 MAG: uncultured Blautia sp. isolate ERR1855548_bin.5_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9514761.36, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAFBIW010000047.1 Butyricicoccus pullicaecorum strain ET57 Prase_23_NODE_100_length_359_cov_83.6595, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	270	159	0	0	0
NZ_CP089289.1 Candidatus Nanosynbacter sp. HMT-352 strain TM7-072 chromosome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAAGGJ010000001.1 MAG TPA_asm: Bacteroidales bacterium, isolate HGM05219, WGS project CAAGGJ010000000 data, contig: SRS476193_84_k119_3125, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKRZX010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_I_17_2476.68 genome assembly, contig: Hadza_MoBio_hadza-I-L_I_17_2476__NODE_178_length_190275_cov_10.171227, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAJLRT010000001.1 MAG TPA_asm: uncultured Clostridiales bacterium isolate ERR1600622-bin.54 genome assembly, contig: NODE_2518_length_23009_cov_5.527882, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	0	0	0	0	0	618	474	557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JANJWV010000177.1 MAG: Desulfomicrobium sp. isolate RS262_metabat.bin.25 RS262_k141_10201, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	549	301	313	0	0	0
SFFE01000001.1 MAG: Clostridiales bacterium isolate W0P39.002 Contig1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	312	0	0	0	0
NZ_UFVT01000002.1 Blautia coccoides strain NCTC11035, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	414	137	0	0	0	0	0	0	0
CAMCIX010000001.1 MAG: uncultured Clostridia bacterium isolate ERR1855541_bin.28_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9514749.1618, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	404	0	0	0	0
CAMCAL010000001.1 MAG: uncultured Lactobacillus sp. isolate SRR15732362_bin.1_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9426289.29, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAMCDL010000001.1 MAG: uncultured Selenomonadaceae bacterium isolate ERR1855546_bin.16_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9514764.233, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFDG01000036.1 MAG: Phocaeicola plebeius isolate W0P21.021 Contig1000, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JAEDGE010000103.1 MAG: Oscillospiraceae bacterium isolate MAG102 NODE_10175_length_7163_cov_5.238182, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JALERO010000222.1 MAG: Eubacterium sp. isolate SUG271 k141_10005068, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	450	193	0	0	0
NZ_QFQU01000033.1 MAG: Brevundimonas sp. isolate S2_003_000_R2_9 S2_003_000_R2_scaffold_10295, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	804	461	0	0	0	0	0	0	0	0	416	369	319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DXLD01000001.1 MAG TPA_asm: Streptococcus sp. isolate HRGM_Genome_0315 HRGM_Genome_0315_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CATNLY010000001.1 Pleomorphomonas sp. T1.2MG-36 isolate Pleomorphomonas_assembly gnl_Prokka_scaffold_1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1266	0	0	0	0	0	0	0	0	448	555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
QFNN01000161.1 MAG: Sphingomonas sanxanigenens isolate S2_018_000_R2_101 S2_018_000_R2_scaffold_10103, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CAKVCP010000001.1 MAG: uncultured Thermoguttaceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-A-D_M_24_1194.252 genome assembly, contig: Hadza_MoBio_hadza-A-D_M_24_1194__NODE_1009_length_63047_cov_4.164586, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	579	0	0	0	0	0	690	692	719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NZ_CP048632.1 Rhizobium oryzihabitans strain M15 chromosome M15-11, complete sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1420	1154	1578	1296	1202	0	0	0	0	1118	685	742	0	0	307	0	0	0	0	0	0	0	0	0	0	1007	0	0
JALEVB010000182.1 MAG: Erysipelotrichaceae bacterium isolate SUG362 k141_10012853, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	325	97	0	0	0
NZ_QVEX01000001.1 Enterocloster aldenensis strain AF19-9LB AF19-9LB.Scaf1, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1455	753	0	0	0	0	1075	922	1025	1265	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CALYTB010000001.1 MAG: uncultured Clostridia bacterium isolate SRR7188233_bin.36_metaWRAP_v1.3_MAG genome assembly, contig: ERZ9280834.69, whole genome shotgun sequence	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
