Sample_file	count_reads_each_specie	Contig_name
barcode76.fastq.gz_11_2024	539	NZ_DPJG01000028.1 MAG: Rheinheimera sp. isolate UBA8519 contig_112988, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	465	NZ_CP109995.1 Flavobacterium sp. N1846 chromosome, complete genome
barcode76.fastq.gz_11_2024	374	NZ_CP032097.1 Arcobacter ellisii strain LMG 26155 chromosome, complete genome
barcode76.fastq.gz_11_2024	785	NZ_CP048632.1 Rhizobium oryzihabitans strain M15 chromosome M15-11, complete sequence
barcode76.fastq.gz_11_2024	216	USOK01000001.1 uncultured bacterium isolate UMGS1924 genome assembly, contig: NODE_379_length_42080_cov_3.850399, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	237	SFFJ01000029.1 MAG: Oscillospiraceae bacterium isolate W0P39.008 Contig1000, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	252	URLB01000001.1 uncultured Clostridiales bacterium isolate UMGS1098 genome assembly, contig: NODE_668_length_41991_cov_3.401135, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	405	NZ_BHGK01000001.1 Mediterraneibacter butyricigenes strain KCTC 15684 Contigs1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	551	CP044131.1 Comamonas testosteroni strain NFYY023 chromosome, complete genome
barcode76.fastq.gz_11_2024	371	URKY01000001.1 uncultured Eubacterium sp. isolate UMGS1096 genome assembly, contig: NODE_33_length_201478_cov_6.845350, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	481	NZ_CP019607.1 Tessaracoccus flavescens strain SST-39T chromosome, complete genome
barcode76.fastq.gz_11_2024	286	UQVS01000001.1 uncultured Oscillibacter sp. isolate UMGS683 genome assembly, contig: NODE_28_length_163767_cov_7.432119, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	334	URXG01000001.1 uncultured Blautia sp. isolate UMGS1434 genome assembly, contig: NODE_67_length_114725_cov_8.259379, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	794	NZ_ABJL02000008.1 Bacteroides intestinalis DSM 17393 B_intestinalis-2.0.1_Cont607, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	271	NZ_VUNA01000001.1 Mogibacterium kristiansenii strain WCA-MUC-591-APC-4B seq1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	316	UQJC01000001.1 uncultured Prevotella sp. isolate UMGS333 genome assembly, contig: NODE_2_length_299964_cov_6.788796, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	240	DXAI01000061.1 MAG TPA_asm: Candidatus Duodenibacillus intestinavium isolate 2430 CHK55__C102379_L4510_SAMEA104467244, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	651	NZ_LT906480.1 Stenotrophomonas maltophilia strain NCTC10257 chromosome 1, complete sequence
barcode76.fastq.gz_11_2024	356	UQZA01000001.1 uncultured Clostridiales bacterium isolate UMGS777 genome assembly, contig: NODE_3_length_269332_cov_9.326303, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	423	NC_008261.1 Clostridium perfringens ATCC 13124, complete sequence
barcode76.fastq.gz_11_2024	901	NZ_CP102274.1 Hungatella hathewayi strain DSM 13479 chromosome, complete genome
barcode76.fastq.gz_11_2024	980	NZ_MPDJ01000001.1 Eisenbergiella tayi strain DSM 26961 scaffold1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	520	JAEXAH010000001.1 MAG: Proteobacteria bacterium isolate OH_SFB_238 k127_922920, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	475	NZ_CALMPD010000001.1 MAG: uncultured Legionella sp. isolate SRR7110452_bin.43_CONCOCT_v1.1_MAG ERZ782916.3102, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	669	NZ_QEKH01000001.1 Victivallis vadensis strain DSM 14823 Ga0215691_101, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	356	CP091725.1 MAG: Bacteroidales bacterium isolate nC33_bin.253.fa chromosome, complete genome
barcode76.fastq.gz_11_2024	334	NZ_BGZJ01000001.1 Mesosutterella multiformis strain 4NBBH2 sequence1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	143	USEM01000001.1 uncultured Clostridium sp. isolate UMGS1640 genome assembly, contig: NODE_129_length_88821_cov_60.154045, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	551	CALMKG010000001.1 MAG TPA_asm: uncultured Propionibacterium sp. isolate SRR8859111_bin.135_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1645187.16808, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	514	NZ_CP102252.1 Alistipes senegalensis JC50 chromosome, complete genome
barcode76.fastq.gz_11_2024	395	NZ_JH379330.1 Leyella stercorea DSM 18206 Scfld0, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	529	NZ_SPPK01000100.1 Dysgonomonas mossii strain P11 NODE_100_length_408_cov_1.09253, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	URCY01000001.1 uncultured Clostridiales bacterium isolate UMGS883 genome assembly, contig: NODE_34_length_100409_cov_17.685334, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	502	CP107199.1 MAG: Lachnospiraceae bacterium isolate KR001_HIC_0035 chromosome, complete genome
barcode76.fastq.gz_11_2024	362	DFYP01000113.1 MAG TPA_asm: Desulfovibrio sp. UBA4079 UBA4079_contig_10057, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	344	NZ_QTVG01000001.1 Eubacterium sp. AF36-5BH AF36-5BH.Scaf1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	441	NZ_JADYTS010000100.1 Leyella stercorea strain An906 An906_NODE_100_length_8583_cov_21.056522_pilon, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	581	NZ_CP036186.1 Stutzerimonas stutzeri strain ATCC 14405 chromosome, complete genome
barcode76.fastq.gz_11_2024	258	NZ_CALPCT010000001.1 Streptococcus caecimuris strain DSM 110150 NODE_1_length_176179_cov_45.772331, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	645	NZ_JACOOJ010000001.1 Parabacteroides hominis strain NSJ-79 N17_ctg001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	274	UQYI01000001.1 uncultured Clostridiales bacterium isolate UMGS765 genome assembly, contig: NODE_15_length_201773_cov_29.626543, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	277	CAKQVC010000001.1 MAG: uncultured Clostridia bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ.144 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_D_23_RAJ0016YZ__NODE_2003_length_26656_cov_21.507656, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	252	QALN01000002.1 MAG: Flavobacteriales bacterium isolate CIM:MAG 32_1 contig_113136, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	338	NZ_FUWK01000085.1 Nitrosomonas europaea strain ATCC 25978, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	350	CAAEKQ010000001.1 MAG TPA_asm: uncultured Oscillospiraceae bacterium, isolate HGM12964, WGS project CAAEKQ010000000 data, contig: ERS537209_40_k99_1198, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	255	USAC01000001.1 uncultured Clostridiales bacterium isolate UMGS1515 genome assembly, contig: NODE_227_length_99368_cov_4.423714, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	733	NZ_BLJF01000001.1 Pseudomonas asiatica strain RYU5 RYU5_unitig_0, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	249	QAKK01000012.1 MAG: Oscillospiraceae bacterium isolate CIM:MAG 1170_1 contig_10243, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	191	UQUS01000001.1 uncultured Sutterella sp. isolate UMGS662 genome assembly, contig: NODE_99_length_94273_cov_6.643116, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	216	CAKTVL010000001.1 MAG: uncultured Oscillospiraceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_E_24_1866.153 genome assembly, contig: Hadza_MoBio_hadza-E-H_E_24_1866__NODE_150_length_174575_cov_32.815081, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	258	DPPB01000009.1 MAG TPA_asm: Oscillibacter sp. isolate UBA11502 contig_1090, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	298	FR901528.1 Coraliomargarita sp. CAG:312 genomic scaffold, scf1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	392	NZ_CP011524.1 Intestinimonas butyriciproducens strain SRB-521-5-I chromosome, complete genome
barcode76.fastq.gz_11_2024	295	CAJJPZ010000001.1 MAG TPA_asm: uncultured Eubacterium sp. isolate ERR260134-bin.27 genome assembly, contig: NODE_413_length_55073_cov_4.754353, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	CABSJA010000001.1 MAG TPA_asm: uncultured Veillonella sp. isolate MGYG-HGUT-02642 genome assembly, contig: GUT_GENOME156655_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	HF994898.1 Acetobacter sp. CAG:977 genomic scaffold, scf18, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	225	DABJ01000052.1 MAG TPA_asm: Candidatus Gastranaerophilales bacterium HUM_12 contig_1039, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	252	URQU01000001.1 uncultured Coriobacteriaceae bacterium isolate UMGS1254 genome assembly, contig: NODE_28_length_169837_cov_6.986624, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	313	CALNBJ010000001.1 MAG TPA_asm: uncultured Bacteroidales bacterium isolate SRR1561996_bin.64_CONCOCT_v1.1_MAG genome assembly, contig: ERZ724032.7324, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	UQNI01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS454 genome assembly, contig: NODE_241_length_67032_cov_4.336265, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	179	USQV01000001.1 uncultured Clostridium sp. isolate UMGS1992 genome assembly, contig: NODE_529_length_30315_cov_5.205155, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	645	JAFKFK010000011.1 MAG: Alphaproteobacteria bacterium isolate SCN18_30_10_14_R5_P_65_16 SCN18_30_10_14_R5_P_scaffold_102, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	374	NZ_LN869523.1 Intestinimonas massiliensis (ex Afouda et al. 2020) strain GD2, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	283	CALXXL010000001.1 MAG: uncultured Victivallaceae bacterium isolate BRZ_AG__bin40 genome assembly, contig: BRZ_AG__NODE_36_length_270238_cov_9.024337, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	307	CAKQYA010000001.1 MAG: uncultured Bacteroidaceae bacterium isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-I-L_M_13_2496.92 genome assembly, contig: Hadza_MoBio_hadza-I-L_M_13_2496__NODE_91_length_171603_cov_10.616023, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	216	RKCM01000046.1 MAG: Oscillospiraceae bacterium isolate UBG124 contig1589642, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	484	CAMFKP010000001.1 MAG: uncultured Aeromonadaceae bacterium isolate SRR12456162_bin.3_metaWRAP_v1.3_MAG genome assembly, contig: ERZ12289962.89, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	277	NZ_AEKT01000072.1 Weissella cibaria KACC 11862 contig00093, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	356	NZ_JAJFCK010000001.1 Ruminococcus callidus strain MSK.21.81 EBJNMNME_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	496	CAAFUN010000001.1 MAG TPA_asm: uncultured Bacteroides sp., isolate HGM04647, WGS project CAAFUN010000000 data, contig: SRS311530_1_k119_162, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	252	DVHH01000038.1 MAG TPA_asm: Candidatus Scatomorpha intestinigallinarum isolate ChiGjej3B3-7149 ChiGjej3B3M5__C100238_L2707_SRR6323341, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	240	JARKPE010000083.1 MAG: Dysgonamonadaceae bacterium isolate D159_metabat.12 k141_100129, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	800	NZ_JANSWE010000001.1 Bacteroides cellulosilyticus DSM 14838 contig_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	313	NZ_QULM01000001.1 Coprococcus sp. OM04-5BH OM04-5BH.Scaf1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	408	NC_012691.1 Tolumonas auensis DSM 9187, complete sequence
barcode76.fastq.gz_11_2024	267	FR882036.1 Ruminococcus sp. CAG:563 genomic scaffold, scf5, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	462	NZ_CP080442.1 [Clostridium] scindens strain Q4 chromosome, complete genome
barcode76.fastq.gz_11_2024	581	NZ_CP032819.1 Butyricimonas faecalis strain H184 chromosome, complete genome
barcode76.fastq.gz_11_2024	481	NZ_JAHBBW010000001.1 Bacteroides propionicigenes strain NSJ-90 NSJ-90_ctg001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	310	URAI01000001.1 uncultured Eubacterium sp. isolate UMGS809 genome assembly, contig: NODE_11_length_137436_cov_5.764203, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	307	HF987755.1 Clostridium sp. CAG:590 genomic scaffold, scf12, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	185	URWN01000001.1 uncultured Clostridium sp. isolate UMGS1423 genome assembly, contig: NODE_27_length_146168_cov_6.230760, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	228	URPQ01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1222 genome assembly, contig: NODE_123_length_98340_cov_4.537008, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	240	DVOD01000018.1 MAG TPA_asm: Candidatus Limenecus avicola isolate CHK154-7741 CHK154__C102488_L64024_ERR2241939, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	435	NZ_PDWO01000010.1 Pseudoxanthomonas kaohsiungensis strain DSM 17583 NODE_10_length_137624_cov_62.5883, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	389	JAGTTP010000001.1 Clostridiaceae bacterium Marseille-Q4145 NODE_1_length_2174814_cov_68.960047, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	261	URRQ01000001.1 uncultured Lachnospiraceae bacterium isolate UMGS1275 genome assembly, contig: NODE_39_length_118031_cov_7.233709, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	450	NZ_LT985323.1 Prevotella merdae strain Marseille-P4119, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	304	NZ_JAOQJP010000001.1 Brotomerdimonas butyrica strain Sanger_12 .13414_6_60.1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	566	NZ_MOOY01000001.1 Pararhizobium arenae strain MIM27 scaffold1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	301	FR901639.1 Prevotella sp. CAG:891 genomic scaffold, scf21, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	146	FR884145.1 Firmicutes bacterium CAG:582 genomic scaffold, scf3, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	127	HF989885.1 Acholeplasma sp. CAG:878 genomic scaffold, scf2, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	758	NZ_CP029562.1 Mesorhizobium sp. Pch-S chromosome, complete genome
barcode76.fastq.gz_11_2024	261	UQRE01000001.1 uncultured Dorea sp. isolate UMGS566 genome assembly, contig: NODE_6_length_178605_cov_72.3615, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	426	NZ_FQWK01000018.1 Bacteroides clarus YIT 12056, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	264	NZ_CP054051.1 Aliarcobacter cibarius strain LMG 21996 chromosome, complete genome
barcode76.fastq.gz_11_2024	130	HF996837.1 Clostridium sp. CAG:710 genomic scaffold, scf8, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	207	DPHR01000023.1 MAG TPA_asm: Clostridiales bacterium isolate UBA11467 contig_10094, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	213	NZ_GL831112.1 Streptococcus vestibularis ATCC 49124 SCAFFOLD1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	496	NZ_JHWH01000001.1 Paracoccus yeei ATCC BAA-599 BU28DRAFT_scaffold00001.1_C, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	246	JAGOCY010000407.1 MAG: Corallincola sp. isolate Go_UH_bin_55 Go_UH_100221_length_2676_cov_4.318949, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	539	CALBTT010000001.1 MAG TPA_asm: uncultured Zoogloea sp. isolate SRR6007446_bin.68_CONCOCT_v1.1_MAG genome assembly, contig: ERZ724100.3602, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	185	MNRQ01000020.1 MAG: Clostridium sp. 27_14 Ley3_66761_scaffold_1004, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	411	NZ_DHDZ01000032.1 MAG: Pedobacter sp. UBA4863 UBA4863_contig_10007, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	420	CAMLNG010000001.1 MAG: uncultured Chromatiaceae bacterium isolate SRR14536361_bin.14_metawrap_v1.3.0_MAG genome assembly, contig: ERZ12633438_302, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	204	NZ_JACOOM010000021.1 Streptococcus hominis strain NSJ-17 E-D3-64_ctg002, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	283	UQEM01000001.1 uncultured Ruminococcus sp. isolate UMGS200 genome assembly, contig: NODE_48_length_48066_cov_6.971840, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	228	CAKTUP010000001.1 MAG: uncultured Petrimonas sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ.273 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ__NODE_1234_length_52915_cov_6.351054, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	334	NZ_BCQB01000001.1 Enterococcus durans NBRC 100479 = LMG 10746 strain NBRC 100479, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	298	NZ_JACOOQ010000001.1 Clostridium lentum strain NSJ-42 M4_ctg001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	338	URAN01000001.1 uncultured Clostridiales bacterium isolate UMGS821 genome assembly, contig: NODE_20_length_179702_cov_7.747054, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	197	DXFB01000039.1 MAG TPA_asm: Candidatus Barnesiella excrementipullorum isolate ChiHjej12B11-16260 ChiHjej12B11M5__C103833_L11557_SAMN08009878, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	CAKXHL010000001.1 MAG: uncultured bacterium isolate MTG243_bin.11.fa genome assembly, contig: NODE_1_length_265071_cov_8.077100, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	411	NZ_QSCM01000001.1 Blautia sp. OF03-15BH OF03-15BH.Scaf1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	249	URWB01000001.1 uncultured Clostridiales bacterium isolate UMGS1400 genome assembly, contig: NODE_154_length_57664_cov_5.329532, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	255	URPI01000001.1 uncultured Clostridiales bacterium isolate UMGS1211 genome assembly, contig: NODE_301_length_52418_cov_4.946260, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	267	HF986506.1 Firmicutes bacterium CAG:791 genomic scaffold, scf10, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	334	NZ_JACRSX010000001.1 Jutongia huaianensis strain NSJ-37 CPAT-DS-SB-D15-1_ctg001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	170	URJF01000001.1 uncultured Ruminococcaceae bacterium isolate UMGS1050 genome assembly, contig: NODE_227_length_40331_cov_3.202875, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	377	NZ_JAETXJ010000001.1 Desulfovibrio sp. UIB00 PL_350_(paired)_contig_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	526	NZ_KE992784.1 [Clostridium] symbiosum ATCC 14940 Scaffold0, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	249	NZ_HE978574.1 Enorma massiliensis phI, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	204	FR884565.1 Eggerthella sp. CAG:209 genomic scaffold, scf6, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	167	CAKUAD010000001.1 MAG: uncultured Flavobacterium sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ.103 genome assembly, contig: Nepal_MoBio_Fiber-Hadza-Nepal_J_17_RAJ1013YZ__NODE_166_length_164542_cov_5.414909, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	289	DQFX01000062.1 MAG TPA_asm: Oscillospiraceae bacterium isolate UBA10671 contig_1103, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	216	CAJFNJ010000001.1 Candidatus Avimicrobium caecorum isolate Coassembly_mag_137 genome assembly, contig: MAGpy_11413_min2k_bin_137_fak87_61810, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	307	NZ_URDM01000001.1 Uncultured Prevotella sp. isolate UMGS899, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	328	CALTTS010000001.1 MAG: uncultured Xanthomonas sp. isolate WHzOiGdaKN_bin.1.MAG genome assembly, contig: NODE_5_length_309382_cov_18.289089, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	115	HF990761.1 Clostridium sp. CAG:1193 genomic scaffold, scf7, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	368	CALNAL010000001.1 MAG TPA_asm: uncultured Acetobacteraceae bacterium isolate ERR4757829_bin.31_CONCOCT_v1.1_MAG genome assembly, contig: ERZ1760321.615, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	499	NZ_CP028347.1 Novosphingobium sp. THN1 chromosome, complete genome
barcode76.fastq.gz_11_2024	152	NZ_KB899040.1 Coprothermobacter platensis DSM 11748 D890DRAFT_scaffold00001.1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	557	NZ_CP092462.1 Comamonas sp. B21-038 chromosome
barcode76.fastq.gz_11_2024	298	NZ_CP102294.1 Alistipes ihumii AP11 chromosome, complete genome
barcode76.fastq.gz_11_2024	249	DLZV01000043.1 MAG TPA_asm: Prevotella sp. isolate UBA10664 contig_100, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	386	NZ_JAFMTR010000001.1 Sphingopyxis soli strain BL03 1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	328	NZ_FPCG01000031.1 Micrococcus terreus strain CGMCC 1.7054, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	164	MNRS01000021.1 MAG: Clostridium sp. 28_17 Ley3_66761_scaffold_1021, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	319	JASCPG010000100.1 Microbacteriaceae bacterium PS02067 NODE_100_length_4432_cov_20.576539, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	350	DCDB01000110.1 MAG TPA_asm: Lachnospiraceae bacterium UBA1066 UBA1066_contig_10041, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	246	DVOK01000006.1 MAG TPA_asm: Candidatus Merdousia gallistercoris isolate CHK197-16368 CHK197__C106843_L137664_ERR3414592, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	140	JAGOIO010000187.1 Bacterium isolate Go_SlPrim_bin_98 Go_SlPrim_100704_length_2665_cov_3.114657, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	216	USAT01000001.1 uncultured Clostridiales bacterium isolate UMGS1541 genome assembly, contig: NODE_277_length_61407_cov_5.831106, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	204	USEE01000001.1 uncultured Clostridiales bacterium isolate UMGS1633 genome assembly, contig: NODE_876_length_21253_cov_3.448391, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	207	FR879670.1 Clostridium sp. CAG:138 genomic scaffold, scf1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	200	CAAGAT010000001.1 MAG TPA_asm: uncultured Sutterella sp., isolate HGM19508, WGS project CAAGAT010000000 data, contig: SRS476034_4_k119_3259, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	255	DXAN01000007.1 MAG TPA_asm: Candidatus Mailhella merdigallinarum isolate CHK186-16707 CHK186__C107528_L105423_SAMEA5754830, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	219	JAJXEL010000174.1 MAG: Alphaproteobacteria bacterium isolate C13_60.fa NODE_10008_length_3395_cov_5.319162, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	249	NZ_MUIZ01000010.1 Lactococcus petauri strain 159469 NODE_10_length_29367_cov_191.267_ID_2326, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	356	NZ_JAFBCQ010000001.1 Microbacterium aurum strain DSM 8600 Ga0451118_01, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	523	NZ_BCTM01000001.1 Kluyvera cryocrescens NBRC 102467, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	130	FR890363.1 Clostridium sp. CAG:417 genomic scaffold, scf2, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	130	NZ_GG700812.1 Lactobacillus iners DSM 13335 SCAFFOLD12, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	JAAYPI010000072.1 MAG: Bacteroidales bacterium isolate AS22ysBPME_181 101859_AS22, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	411	NZ_CP125972.1 Myroides sp. mNGS23_01 chromosome, complete genome
barcode76.fastq.gz_11_2024	219	NZ_JACLQU010000001.1 Streptococcus parasanguinis strain 6.1 SB3743_S33_contig_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	344	NZ_PPEL01000001.1 Rubneribacter badeniensis strain ResAG-85 ResAG85T_contig_001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	423	JTDA01000001.1 Coprobacter secundus strain 177 contig00001, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	401	NC_009719.1 Parvibaculum lavamentivorans DS-1, complete sequence
barcode76.fastq.gz_11_2024	213	NZ_CP038020.1 Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome
barcode76.fastq.gz_11_2024	578	NC_015635.1 Microlunatus phosphovorus NM-1, complete sequence
barcode76.fastq.gz_11_2024	219	ONPA01000252.1 uncultured Desulfovibrio sp. isolate RUG514 genome assembly, contig: k87_60531679, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	216	CABSBM010000001.1 MAG TPA_asm: uncultured Oscillibacter sp. isolate MGYG-HGUT-02114 genome assembly, contig: GUT_GENOME129025_1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	234	URCQ01000001.1 uncultured Pseudobutyrivibrio sp. isolate UMGS881 genome assembly, contig: NODE_1_length_235511_cov_21.206646, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	347	NZ_JH815203.1 Barnesiella intestinihominis YIT 11860 supercont1.1, whole genome shotgun sequence
barcode76.fastq.gz_11_2024	264	NZ_JAJNOP010000001.1 Acidaminococcus hominis strain NSJ-142 nsj-2-A-ZM-C-D5-41_ctg0001, whole genome shotgun sequence
